pl_name,stars,moons,disc_year,orbital period,radius,mass,solar radius,solar mass,rotational velocity,distance,gaia magnitude
TCP J05074264+2447555 b,1,0,2018,11.390966800000001,4.72,20.0,1.42,0.59,5.66956591796875,505.0,13.8327
TIC 139270665 b,1,0,2024,23.624,7.23,147.15455,1.02,1.04,4.2,189.875,10.1805
TIC 139270665 c,1,0,2024,1010.0,12.9,1554.18091,1.02,1.04,4.2,189.875,10.1805
TIC 172900988 b,2,0,2021,200.452,11.25,942.0,1.38,1.24,5.66956591796875,250.956,10.0477
TIC 237913194 b,1,0,2020,15.168865,12.52,617.22586,1.09,1.03,2.18,306.063,11.9371
TIC 241249530 b,2,0,2024,165.7719,13.294,1582.78547,1.4,1.27,4.6,324.448,11.565
TIC 257060897 b,1,0,2021,3.660028,16.701,212.94503,1.82,1.32,5.66956591796875,505.703,11.6659
TIC 279401253 b,1,0,2023,76.8,11.209,1951.46642,1.06,1.13,5.0,285.584,11.6965
TIC 279401253 c,1,0,2023,155.3,12.6,2548.98382,1.06,1.13,5.0,285.584,11.6965
TIC 365102760 b,1,0,2024,4.21285367,6.21,19.2,3.13,1.17,5.66956591796875,555.546,11.9772
TIC 393818343 b,1,0,2024,16.24921,12.184,1379.37529,1.09,1.08,5.66956591796875,93.7345,9.429071
TIC 46432937 b,1,0,2024,1.44044527,13.316,1017.0509,0.53,0.56,5.66956591796875,90.5369,13.433
TIC 4672985 b,1,0,2024,69.048,11.5,4049.13391,1.15,1.01,3.5,253.385,11.4442
TOI-1052 b,1,0,2023,9.139703,2.87,16.9,1.26,1.2,5.0,129.804,9.39972
TOI-1052 c,1,0,2023,35.806,6.48,34.3,1.26,1.2,5.0,129.804,9.39972
TOI-1062 b,1,0,2021,4.11296,2.265,10.15,0.84,0.94,2.13,82.1733,10.0008
TOI-1062 c,1,0,2021,7.972,3.1,9.78,0.84,0.94,2.13,82.1733,10.0008
TOI-1064 b,1,0,2022,6.443868,2.587,13.5,0.73,0.75,2.7,68.0726,10.6491
TOI-1064 c,1,0,2022,12.226574,2.651,2.5,0.73,0.75,2.7,68.0726,10.6491
TOI-1075 b,1,0,2022,0.6047328,1.791,9.95,0.58,0.6,5.66956591796875,61.4592,12.0544
TOI-1107 b,1,0,2022,4.0782387,14.572,1064.72516,1.81,1.35,12.31,281.314,10.3745
TOI-1130 b,1,0,2020,4.074554,3.66,19.8,0.7,0.74,2.5,58.2609,10.9028
TOI-1130 c,1,0,2020,8.3501898,13.0,336.0,0.7,0.74,2.5,58.2609,10.9028
TOI-1135 b,1,0,2024,8.0277283,9.341,51.42,1.15,1.16,10.4,114.048,9.41353
TOI-1136 b,1,0,2022,4.1727,1.9,3.5,0.97,1.02,6.7,84.5362,9.36789
TOI-1136 c,1,0,2022,6.2574,2.879,6.32,0.97,1.02,6.7,84.5362,9.36789
TOI-1136 d,1,0,2022,12.5199,4.627,8.35,0.97,1.02,6.7,84.5362,9.36789
TOI-1136 e,1,0,2022,18.801,2.639,6.07,0.97,1.02,6.7,84.5362,9.36789
TOI-1136 f,1,0,2022,26.321,3.736,9.7,0.97,1.02,6.7,84.5362,9.36789
TOI-1136 g,1,0,2022,39.545,2.53,5.6,0.97,1.02,6.7,84.5362,9.36789
TOI-1173 b,2,0,2024,7.06466,9.19,27.4,0.93,0.91,2.0,132.353,10.8041
TOI-1174 b,1,0,2024,8.953458,2.506,32.0,0.78,0.84,5.66956591796875,94.6375,10.8073
TOI-1180 b,1,0,2024,9.686753,3.036,10.0,0.74,0.78,5.66956591796875,72.0238,10.7445
TOI-1181 b,1,0,2022,2.103189,17.026,374.71969,1.96,1.47,10.6,302.819,10.4776
TOI-1184 b,1,0,2024,5.748432,2.41,6.8,0.7,0.73,5.66956591796875,58.5946,10.622
TOI-1194 b,1,0,2023,2.3106446,8.717,120.0,0.96,0.98,2.4,149.667,10.9887
TOI-1199 b,1,0,2024,3.671463,10.514,75.96099,1.45,1.23,3.4,248.427,10.8853
TOI-1201 b,2,0,2021,2.4919863,2.415,6.28,0.51,0.51,2.0,37.8871,12.0966
TOI-122 b,1,0,2020,5.07803,2.72,7.85,0.33,0.31,7.2,62.118,14.3357
TOI-1221 b,1,0,2023,91.68278,2.91,1112.39942,1.03,0.93,2.1,138.411,10.5262
TOI-1224 b,1,0,2024,4.1782745,2.104,5.08,0.4,0.4,22.1,37.3312,12.7824
TOI-1224 c,1,0,2024,17.945466,2.884,8.67,0.4,0.4,22.1,37.3312,12.7824
TOI-1227 b,1,0,2022,27.36397,9.572,66.5,0.56,0.17,16.65,100.641,15.2514
TOI-1231 b,1,0,2021,24.245586,3.65,15.4,0.48,0.49,5.66956591796875,27.6227,11.36
TOI-1235 b,1,0,2020,3.444714,1.69,6.69,0.62,0.63,2.0,39.6345,10.8492
TOI-1244 b,1,0,2024,6.4003,2.376,6.6,0.72,0.75,5.66956591796875,102.551,11.6765
TOI-1246 b,1,0,2022,4.30744,3.01,8.1,0.86,0.87,1.0,169.422,11.7291
TOI-1246 c,1,0,2022,5.904137,2.451,9.1,0.86,0.89,1.0,169.422,11.7291
TOI-1246 d,1,0,2022,18.654874,3.431,5.4,0.86,0.89,1.0,169.422,11.7291
TOI-1246 e,1,0,2022,37.92548,3.514,14.5,0.86,0.89,1.0,169.422,11.7291
TOI-1248 b,1,0,2024,4.3601561,6.808,27.4,0.87,0.9,5.66956591796875,168.735,11.6512
TOI-1249 b,1,0,2024,13.079151,3.271,11.9,0.98,1.01,5.66956591796875,139.49,10.6987
TOI-125 b,1,0,2019,4.65382,2.726,9.5,0.85,0.86,1.0,111.059,10.718
TOI-125 c,1,0,2019,9.15059,2.759,6.63,0.85,0.86,1.0,111.059,10.718
TOI-125 d,1,0,2020,19.98,2.93,13.6,0.85,0.86,1.0,111.059,10.718
TOI-1259 A b,2,0,2021,3.477978,11.456,140.16233,0.71,0.74,5.66956591796875,118.106,11.8104
TOI-1260 b,1,0,2021,3.127463,2.41,8.56,0.67,0.68,1.5,73.5977,11.5743
TOI-1260 c,1,0,2021,7.493134,2.76,13.2,0.67,0.68,1.5,73.5977,11.5743
TOI-1260 d,1,0,2022,16.608164,3.12,11.84,0.67,0.68,1.5,73.5977,11.5743
TOI-1266 b,1,0,2020,10.894841,2.62,4.23,0.44,0.43,1.3,36.0118,12.1222
TOI-1266 c,1,0,2020,18.801611,2.13,2.88,0.44,0.43,1.3,36.0118,12.1222
TOI-1268 b,1,0,2022,8.1577094,9.1,96.4,0.92,0.96,4.12,109.557,10.692
TOI-1269 b,1,0,2024,4.2529913,2.401,6.4,0.85,0.9,5.66956591796875,172.138,11.4712
TOI-1272 b,1,0,2022,3.31599,4.132,27.0,0.79,0.88,5.66956591796875,137.572,11.6
TOI-1272 c,1,0,2022,8.6811,4.95,21.7,0.79,0.88,5.66956591796875,137.572,11.6
TOI-1273 b,1,0,2024,4.631296,11.097,70.55791,1.06,1.06,2.8,177.118,10.8662
TOI-1278 b,1,0,2021,14.47567,12.218,5879.82553,0.57,0.54,1.1,75.5759,12.7543
TOI-1279 b,1,0,2024,9.61419,2.661,10.6,0.84,0.88,5.66956591796875,107.055,10.4785
TOI-128.01,1,0,2024,4.9404681,2.219,5.56,1.13,0.85,5.66956591796875,68.4727,8.37173
TOI-1288 b,1,0,2022,2.6998279,4.968,44.1,0.96,0.96,5.66956591796875,114.865,10.4468
TOI-1288 c,1,0,2022,416.0,11.1,85.7,0.96,0.96,5.66956591796875,114.865,10.4468
TOI-1294 b,1,0,2024,3.915292,10.124,63.9,1.56,1.16,5.66956591796875,332.648,11.3998
TOI-1294 c,1,0,2024,159.9,14.3,147.0,1.56,1.16,5.66956591796875,332.648,11.3998
TOI-1296 b,1,0,2021,3.9443736,14.116,95.3,1.7,1.16,4.0,323.265,11.2912
TOI-1298 b,1,0,2021,4.537143,9.658,99.0,1.45,1.22,4.6,319.036,11.4038
TOI-132 b,1,0,2020,2.1097019,3.42,22.4,0.9,0.97,3.0,163.678,11.3208
TOI-1333 b,2,0,2021,4.720219,15.648,753.2571,1.93,1.46,14.2,200.492,9.35039
TOI-1338 b,2,0,2020,95.4001,7.661,11.3,1.31,1.09,3.6,399.017,11.8764
TOI-1338 c,2,0,2023,215.79,10.3,75.4,1.31,1.09,3.6,399.017,11.8764
TOI-1347 b,1,0,2024,0.84742346,1.8,11.1,0.83,0.91,2.9,147.476,11.2087
TOI-1347 c,1,0,2024,4.841962,1.6,6.4,0.83,0.91,2.9,147.476,11.2087
TOI-1386 b,1,0,2024,25.8401,6.216,45.8,1.02,1.04,5.66956591796875,146.858,10.5069
TOI-1386 c,1,0,2024,232.0,10.3,75.2,1.02,1.04,5.66956591796875,146.858,10.5069
TOI-139 b,1,0,2023,11.07085,2.457,6.6,0.7,0.69,5.66956591796875,42.4061,10.0772
TOI-1408 b,1,0,2023,4.42587,25.0,593.0,1.53,1.31,9.8,139.484,9.18795
TOI-1408 c,1,0,2024,2.1664,2.22,7.6,1.53,1.31,9.8,139.484,9.18795
TOI-1410 c,1,0,2024,47.56,5.63,27.0,0.76,0.79,5.66956591796875,72.7512,10.8746
TOI-1410.01,1,0,2024,1.21687,3.101,12.5,0.76,0.79,5.66956591796875,72.7512,10.8746
TOI-1411 b,1,0,2022,1.4520527,1.199,2.0,0.61,0.6,5.66956591796875,32.4778,9.87723
TOI-1416 b,1,0,2023,1.0697568,1.62,3.48,0.79,0.8,2.0,55.0135,9.65254
TOI-1420 b,1,0,2023,6.9561063,11.89,25.1,0.92,0.99,2.0,201.918,11.738
TOI-1422 b,1,0,2022,12.9972,3.96,9.0,1.02,0.98,1.7,155.141,10.5521
TOI-1431 b,1,0,2021,2.650237,16.701,991.62463,1.92,1.9,6.0,148.925,7.97561
TOI-1437 b,1,0,2024,18.840942,2.24,9.6,1.17,1.1,5.66956591796875,103.297,9.07928
TOI-1439 b,1,0,2024,27.644,4.243,38.5,1.62,1.23,5.66956591796875,230.306,10.4168
TOI-1442 b,1,0,2022,0.4090677,1.17,1.71,0.31,0.29,5.66956591796875,41.1659,13.7652
TOI-1443 b,1,0,2024,23.540678,2.304,30.0,0.75,0.77,5.66956591796875,85.8034,10.4596
TOI-1444 b,1,0,2021,0.4702743,1.418,3.58,0.91,0.95,2.0,125.463,10.6417
TOI-1448 b,1,0,2024,8.112245,2.749,19.5,0.38,0.37,5.66956591796875,73.3345,14.4005
TOI-1450 A b,2,0,2024,2.0439274,1.13,1.258,0.48,0.48,5.66956591796875,22.4467,11.2394
TOI-1450 A c,2,0,2024,5.0688,1.13,1.527,0.48,0.48,5.66956591796875,22.4467,11.2394
TOI-1451 b,1,0,2024,16.537944,2.611,15.2,1.02,1.0,5.66956591796875,91.9362,9.42861
TOI-1452 b,2,0,2022,11.06201,1.672,4.82,0.28,0.25,5.66956591796875,30.5212,13.6233
TOI-1467 b,1,0,2024,5.97199,1.676,9.0,0.46,0.45,5.66956591796875,37.4418,11.5622
TOI-1468 b,1,0,2022,1.8805136,1.28,3.21,0.34,0.34,2.0,24.7399,12.1172
TOI-1468 c,1,0,2022,15.532482,2.064,6.64,0.34,0.34,2.0,24.7399,12.1172
TOI-1470 b,1,0,2023,2.527093,2.18,7.32,0.47,0.47,2.0,51.9503,12.5555
TOI-1470 c,1,0,2023,18.08816,2.47,7.24,0.47,0.47,2.0,51.9503,12.5555
TOI-1472 b,1,0,2024,6.36381,4.16,16.5,0.84,0.92,5.66956591796875,121.84,11.1107
TOI-1478 b,1,0,2021,10.180249,11.882,270.47333,1.05,0.95,4.3,152.892,10.6624
TOI-150.01,1,0,2019,5.857487,14.067,797.7533,1.53,1.35,7.96,336.267,11.3408
TOI-1516 b,1,0,2022,2.056014,15.244,1004.33777,1.14,1.14,11.8,247.054,10.7156
TOI-1518 b,1,0,2021,1.902603,21.017,731.00534,1.95,1.79,85.1,225.888,8.89529
TOI-157 b,1,0,2020,2.0845435,14.415,375.0394,1.17,0.95,2.5,355.683,12.5143
TOI-1601 b,1,0,2021,5.33175,14.199,387.0,2.2,1.51,6.4,336.608,10.5276
TOI-163 b,1,0,2019,4.231306,16.69,387.7526,1.65,1.44,14.08,411.719,11.2193
TOI-1634 b,2,0,2021,0.9893455,1.773,7.57,0.45,0.45,1.3,35.2736,12.1965
TOI-1634 c,2,0,2022,103.0,2.781,8.75,0.45,0.45,1.3,35.2736,12.1965
TOI-1669 b,1,0,2023,500.0,14.1,191.0,1.06,0.99,0.6,111.276,10.0089
TOI-1669 c,1,0,2024,2.6800535,2.296,13.0,1.06,0.99,0.6,111.276,10.0089
TOI-1670 b,1,0,2022,10.98462,2.06,41.31769,1.32,1.21,9.2,168.067,9.81934
TOI-1670 c,1,0,2022,40.74976,11.063,200.2319,1.32,1.21,9.2,168.067,9.81934
TOI-1680 b,1,0,2023,4.8026345,1.466,2.75,0.21,0.18,5.66956591796875,37.2209,14.6457
TOI-1683.01,1,0,2024,3.0575356,2.638,7.45,0.7,0.69,5.66956591796875,51.1884,10.5084
TOI-1685 b,1,0,2021,0.66913924,1.468,3.03,0.46,0.45,2.0,37.6153,12.2956
TOI-169 b,1,0,2020,2.2554477,12.173,251.40353,1.29,1.15,2.5,407.84,12.2379
TOI-1691 b,1,0,2024,16.7369,3.565,14.6,1.01,0.96,5.66956591796875,111.445,9.97302
TOI-1693 b,1,0,2022,1.7666957,1.41,2.57,0.46,0.49,5.66956591796875,30.7947,11.8373
TOI-1694 b,1,0,2023,3.770107,5.342,31.3,0.8,0.85,1.2,124.68,11.3103
TOI-1694 c,1,0,2023,393.1,13.8,297.0,0.8,0.85,1.2,124.68,11.3103
TOI-1695 b,1,0,2022,3.1342791,1.9,6.36,0.52,0.51,1.3,45.1309,12.1364
TOI-1696 b,1,0,2022,2.500311,3.09,48.8,0.28,0.26,2.0,64.9172,15.3314
TOI-1710 b,2,0,2022,24.283377,5.203,22.4,0.96,1.03,2.3,81.2271,9.35983
TOI-172 b,1,0,2019,9.47725,10.817,1722.6386,1.78,1.13,5.1,342.831,11.1927
TOI-1723 b,1,0,2024,13.72641,3.292,10.4,1.09,1.04,5.66956591796875,100.727,9.53596
TOI-1728 b,1,0,2020,3.49151,5.05,26.78,0.62,0.65,2.0,60.798,11.7294
TOI-1736 b,1,0,2023,7.073076,3.182,12.3,1.43,1.04,4.0,88.9482,8.77969
TOI-1736 c,1,0,2023,571.25,12.5,2800.0,1.43,1.04,4.0,88.9482,8.77969
TOI-1739 b,1,0,2024,8.303342,1.695,3.52,0.75,0.79,5.66956591796875,70.9819,10.4185
TOI-1742 b,1,0,2024,21.269084,2.365,9.7,1.13,1.09,5.66956591796875,72.8871,8.72791
TOI-1749 b,1,0,2021,2.38839,1.39,57.0,0.55,0.58,5.66956591796875,99.5561,13.1798
TOI-1749 c,1,0,2021,4.4929,2.12,14.0,0.55,0.58,5.66956591796875,99.5561,13.1798
TOI-1749 d,1,0,2021,9.0497,2.52,15.0,0.55,0.58,5.66956591796875,99.5561,13.1798
TOI-1751 b,1,0,2024,37.46852,2.951,19.5,1.31,0.94,1.27,113.335,9.18941
TOI-1753 b,1,0,2024,5.3846104,2.479,16.6,0.97,0.95,5.66956591796875,226.671,11.664
TOI-1758 b,1,0,2024,20.705127,3.557,6.9,0.82,0.83,5.66956591796875,96.6215,10.6252
TOI-1759 b,1,0,2022,18.85019,3.14,10.8,0.6,0.61,2.0,40.0654,10.8385
TOI-1775 b,1,0,2024,10.2405549,8.047,96.0,0.83,0.92,5.66956591796875,149.234,11.4501
TOI-1776 b,1,0,2024,2.799868,1.216,1.4,0.94,0.92,5.66956591796875,44.647,8.09023
TOI-178 b,1,0,2021,1.914558,1.152,1.5,0.65,0.65,1.5,62.699,11.1523
TOI-178 c,1,0,2021,3.23845,1.669,4.77,0.65,0.65,1.5,62.699,11.1523
TOI-178 d,1,0,2021,6.5577,2.572,3.01,0.65,0.65,1.5,62.699,11.1523
TOI-178 e,1,0,2021,9.961881,2.207,3.86,0.65,0.65,1.5,62.699,11.1523
TOI-178 f,1,0,2021,15.231915,2.287,7.72,0.65,0.65,1.5,62.699,11.1523
TOI-178 g,1,0,2021,20.7095,2.87,3.94,0.65,0.65,1.5,62.699,11.1523
TOI-1789 b,1,0,2021,3.208664,16.141,222.47988,2.17,1.51,7.0,229.067,9.58439
TOI-1794 b,1,0,2024,8.765528,3.297,8.7,1.32,0.97,5.66956591796875,155.791,10.1444
TOI-1798.01,1,0,2024,8.02154,2.385,6.5,0.79,0.85,5.66956591796875,113.181,11.067
TOI-1798.02,1,0,2024,0.4378146,1.399,5.6,0.79,0.85,5.66956591796875,113.181,11.067
TOI-1799 b,1,0,2024,7.085738,1.422,4.0,0.95,0.94,5.66956591796875,62.1274,8.81013
TOI-1801 b,2,0,2023,10.64387,2.079,5.738,0.55,0.56,3.0,30.6796,10.8269
TOI-1806.01,1,0,2024,15.1454693,3.41,11.5,0.4,0.39,5.66956591796875,55.5211,13.927
TOI-1807 b,1,0,2021,0.54937097,1.497,2.44,0.75,0.8,4.2,42.5775,9.67517
TOI-181 b,1,0,2023,4.532,6.956,46.1687,0.74,0.82,2.28,96.2338,11.0857
TOI-1811 b,1,0,2023,3.7130765,11.142,308.92921,0.77,0.82,5.66956591796875,128.23,11.7574
TOI-1820 b,1,0,2022,4.860674,12.778,731.00534,1.51,1.04,4.5,248.504,10.9653
TOI-1823 b,1,0,2024,38.8,7.541,67.4,0.8,0.84,5.66956591796875,71.6456,10.3908
TOI-1824 b,1,0,2024,22.808533,2.744,16.0,0.81,0.88,5.66956591796875,59.4314,9.5075
TOI-1836 b,1,0,2024,20.380845,8.281,24.7,1.65,1.25,5.66956591796875,191.649,9.64482
TOI-1836 c,1,0,2024,1.7727471,2.6,8.0,1.65,1.25,5.66956591796875,191.649,9.64482
TOI-1842 b,1,0,2021,9.5739181,12.349,89.4,2.03,1.46,4.23,223.465,9.65981
TOI-1853 b,1,0,2023,1.2436258,3.46,73.2,0.81,0.84,1.3,165.105,11.9474
TOI-1855 b,1,0,2024,1.36414864,18.495,360.09959,1.04,0.99,5.74,176.833,11.1611
TOI-1859 b,1,0,2023,63.48347,9.752,68.6,1.36,1.29,12.49,224.385,10.2843
TOI-1860 b,1,0,2022,1.0662107,1.31,2.27,0.94,0.99,5.66956591796875,45.864,8.23223
TOI-1898 b,1,0,2024,45.52234,9.396,129.0,1.61,1.25,5.66956591796875,79.6682,7.748
TOI-1899 b,1,0,2020,29.090312,11.097,212.94503,0.61,0.63,2.0,128.438,13.5553
TOI-1937 A b,2,0,2023,0.94667944,13.978,638.8351,1.08,1.07,5.66956591796875,415.135,13.0168
TOI-198 b,1,0,2023,10.2152,1.44,2.67,0.44,0.47,5.66956591796875,23.7262,10.9187
TOI-199 b,1,0,2023,104.854,9.079,54.03083,0.82,0.94,0.5,102.27,10.5784
TOI-199 c,1,0,2023,273.69,11.4,88.99195,0.82,0.94,0.5,102.27,10.5784
TOI-1994 b,1,0,2024,4.0337142,13.675,7024.00779,2.3,1.86,5.66956591796875,515.603,10.428
TOI-2000 b,1,0,2023,3.09833,2.7,11.0,1.13,1.08,2.99,175.713,10.8542
TOI-2000 c,1,0,2023,9.127055,8.14,81.7,1.13,1.08,2.99,175.713,10.8542
TOI-201 b,1,0,2021,52.97818,11.299,133.4886,1.32,1.32,9.52,113.825,8.94004
TOI-2010 b,1,0,2023,141.834025,11.814,408.72733,1.08,1.11,5.66956591796875,109.19,9.69568
TOI-2015 b,1,0,2023,3.348968,3.39,16.4,0.33,0.34,3.2,47.3444,14.176
TOI-2018 b,1,0,2023,7.435583,2.268,9.2,0.62,0.57,2.0,27.9956,9.71999
TOI-2019 b,1,0,2024,15.3444,5.333,34.4,1.75,1.18,5.66956591796875,198.007,10.0769
TOI-2025 b,1,0,2022,8.8720982,11.893,1144.18227,1.46,1.2,6.0,335.985,11.3637
TOI-2046 b,1,0,2022,1.4971842,16.141,731.00534,1.21,1.13,9.8,289.668,11.4128
TOI-2048 b,1,0,2022,13.79019,2.61,7.32,0.79,0.83,4.8,116.567,11.3252
TOI-206 b,1,0,2022,0.7363104,1.3,2.24,0.35,0.35,5.66956591796875,47.7465,13.6662
TOI-2068 b,1,0,2024,7.768915,1.821,3.97,0.54,0.56,5.66956591796875,52.9328,12.221
TOI-2076 b,1,0,2021,10.355096,2.771,16.1,0.8,0.86,5.66956591796875,41.9091,8.91028
TOI-2076 c,1,0,2021,21.015327,3.694,55.0,0.8,0.86,5.66956591796875,41.9091,8.91028
TOI-2076 d,1,0,2021,35.125686,3.431,29.0,0.8,0.86,5.66956591796875,41.9091,8.91028
TOI-2081 b,1,0,2022,10.50534,2.04,4.82,0.53,0.54,5.66956591796875,62.3446,12.6594
TOI-2084 b,2,0,2023,6.0784247,2.47,6.66,0.48,0.45,5.66956591796875,114.549,14.4096
TOI-2088 b,1,0,2024,124.72997,3.683,37.0,0.85,0.9,5.66956591796875,126.46,11.4808
TOI-2095 b,1,0,2023,17.66484,1.25,4.1,0.44,0.44,5.66956591796875,41.9176,12.094
TOI-2095 c,1,0,2023,28.17232,1.33,7.4,0.44,0.44,5.66956591796875,41.9176,12.094
TOI-2096 b,1,0,2023,3.1190633,1.243,2.08,0.24,0.23,5.66956591796875,48.4809,14.7736
TOI-2096 c,1,0,2023,6.38784,1.914,4.32,0.24,0.23,5.66956591796875,48.4809,14.7736
TOI-2107 b,1,0,2024,2.4545467,13.574,263.79758,0.93,0.96,5.66956591796875,236.705,11.8642
TOI-2109 b,1,0,2021,0.67247414,15.098,1595.4986,1.7,1.45,81.2,262.041,10.1138
TOI-2120 b,1,0,2024,5.7998164,2.122,6.8,0.25,0.21,5.66956591796875,32.1755,14.1872
TOI-2128 b,1,0,2024,16.34136,2.089,4.5,1.12,1.03,5.66956591796875,36.578,7.06642
TOI-2134 b,1,0,2023,9.2292005,2.69,9.13,0.71,0.74,0.78,22.6202,8.5077
TOI-2134 c,1,0,2023,95.5,7.27,41.89,0.71,0.74,0.78,22.6202,8.5077
TOI-2136 b,1,0,2022,7.851928,2.19,6.37,0.34,0.34,2.0,33.3631,12.9643
TOI-2141 b,1,0,2023,18.26157,3.05,24.0,0.98,0.94,2.7,77.682,9.34408
TOI-2145 b,1,0,2023,10.261127,12.419,1767.0,2.75,1.72,5.66956591796875,224.731,8.93651
TOI-2152 A b,3,0,2023,3.3773512,14.359,899.45439,1.61,1.52,5.66956591796875,303.006,11.2407
TOI-2154 b,1,0,2023,3.8240801,16.287,292.40213,1.4,1.23,5.66956591796875,296.46,11.0359
TOI-2158 b,1,0,2022,8.60077,10.761,260.61929,1.41,1.12,3.7,198.473,10.6718
TOI-216.01,1,0,2019,34.525528,10.1,177.98391,0.75,0.77,0.84,177.945,12.1631
TOI-216.02,1,0,2019,17.16073,8.0,18.75188,0.75,0.77,0.84,177.945,12.1631
TOI-2180 b,1,0,2022,260.79,11.321,875.61726,1.64,1.11,2.2,116.685,9.01133
TOI-2184 b,1,0,2022,6.90683,11.4,206.58846,2.9,1.53,7.5,788.317,11.8482
TOI-2193 A b,2,0,2022,2.1225735,19.84,298.7587,1.25,1.08,5.66956591796875,337.064,11.8135
TOI-2194 b,1,0,2023,15.337597,1.989,4.61,0.69,0.74,5.66956591796875,19.5711,8.06594
TOI-2196 b,1,0,2022,1.1947268,3.51,26.0,1.04,1.03,2.0,259.947,11.8259
TOI-220 b,1,0,2021,10.695264,3.03,13.8,0.86,0.83,2.9,90.7402,10.1897
TOI-2202 b,1,0,2021,11.9101,11.321,310.83618,0.79,0.82,1.7,235.933,12.7606
TOI-2202 c,1,0,2021,24.6744,13.4,117.27868,0.79,0.82,1.7,235.933,12.7606
TOI-2207 b,1,0,2022,8.001968,11.153,203.41018,1.56,1.3,5.66956591796875,373.345,11.3545
TOI-2236 b,1,0,2022,3.5315902,14.37,502.16888,1.57,1.34,5.66956591796875,355.59,11.2905
TOI-2257 b,1,0,2021,35.189346,2.194,5.45,0.31,0.33,5.66956591796875,57.7911,14.1615
TOI-2260 b,1,0,2022,0.3524728,1.62,3.26,0.94,0.99,5.66956591796875,101.251,10.2488
TOI-2266 b,1,0,2024,2.326318,1.54,2.99,0.24,0.23,5.66956591796875,51.6004,14.8319
TOI-2285 b,1,0,2021,27.26955,1.74,19.5,0.46,0.45,5.66956591796875,42.409,12.4314
TOI-2337 b,1,0,2022,2.99432,10.088,508.52545,3.22,1.32,5.66956591796875,536.046,11.8752
TOI-2338 b,1,0,2023,22.65398,11.209,1900.61387,1.05,0.99,2.5,313.996,12.1856
TOI-2364 b,1,0,2023,4.0197517,8.608,71.51139,0.89,0.95,5.66956591796875,219.614,12.0921
TOI-2368 b,1,0,2024,5.1750073,10.839,206.58846,0.85,0.9,5.66956591796875,210.915,12.2727
TOI-237 b,1,0,2020,5.436098,1.44,2.67,0.21,0.18,6.4,38.0749,14.754
TOI-2373 b,1,0,2023,13.33668,10.424,2955.80419,1.1,1.04,2.7,508.686,13.0711
TOI-2374 b,1,0,2024,4.31361,6.81,56.64,0.69,0.75,0.5,134.655,11.827
TOI-238 b,1,0,2024,1.273114,1.612,3.4,0.75,0.79,1.84,80.5407,10.4883
TOI-238 c,1,0,2024,8.465651,2.18,6.7,0.73,0.79,1.84,80.5407,10.4883
TOI-2406 b,1,0,2021,3.0766891,2.86,15.6,0.2,0.17,5.66956591796875,55.419,15.6955
TOI-2411 b,1,0,2022,0.7826942,1.68,3.46,0.68,0.65,5.66956591796875,59.5362,11.2198
TOI-2416 b,1,0,2023,8.275479,9.864,953.48522,1.24,1.12,2.4,557.733,12.8909
TOI-2421 b,1,0,2022,4.3474032,10.368,105.83686,1.75,1.13,5.66956591796875,327.927,11.1554
TOI-2427 b,1,0,2022,1.3060011,1.8,3.89,0.65,0.64,5.66956591796875,28.5147,9.81845
TOI-244 b,1,0,2023,7.397225,1.52,2.68,0.43,0.43,5.66956591796875,22.0337,11.553
TOI-2443 b,1,0,2023,15.669494,2.773,8.11,0.73,0.66,5.66956591796875,23.9258,9.0333
TOI-2445 b,1,0,2022,0.3711281,1.25,2.1,0.27,0.25,5.66956591796875,48.582,14.3977
TOI-2447 b,1,0,2024,69.33684,9.606,124.90656,1.01,1.03,3.5,148.987,10.4403
TOI-2459 b,1,0,2023,19.104718,2.953,9.03,0.68,0.66,5.66956591796875,36.6113,10.1652
TOI-2497 b,1,0,2023,10.655669,11.142,1531.93292,2.36,1.86,5.66956591796875,285.289,9.47244
TOI-2498 b,1,0,2023,3.738252,6.06,34.62,1.26,1.12,5.66956591796875,275.265,11.2677
TOI-251 b,1,0,2021,4.93777,2.74,317.83,0.88,1.04,11.5,99.523,9.75411
TOI-2524 b,1,0,2023,7.18585,11.209,203.41018,1.12,1.01,2.2,438.842,12.6225
TOI-2525 b,1,0,2023,23.2856,8.676,26.69759,0.79,0.85,1.5,395.398,14.012
TOI-2525 c,1,0,2023,49.2519,10.133,208.81326,0.79,0.85,1.5,395.398,14.012
TOI-2529 b,1,0,2024,64.5949,11.545,743.71847,1.7,1.11,3.7,296.271,11.1911
TOI-2545 b,1,0,2022,7.994037,2.75,8.0,1.25,1.06,5.66956591796875,107.118,9.2949
TOI-2567 b,1,0,2022,5.983944,10.929,63.88351,1.69,1.13,5.66956591796875,504.775,12.2213
TOI-257 b,1,0,2021,18.38818,7.163,43.86032,1.87,1.41,5.66956591796875,76.9028,7.41653
TOI-2570 b,1,0,2022,2.9887615,13.641,260.61929,1.09,1.06,5.66956591796875,361.857,12.4599
TOI-2583 A b,2,0,2023,4.5207265,14.46,79.4571,1.48,1.22,5.66956591796875,566.189,12.4592
TOI-2587 A b,2,0,2023,5.45664,12.072,69.28659,1.73,1.15,5.66956591796875,373.675,11.4079
TOI-2589 b,1,0,2023,61.6277,12.106,1112.39942,1.07,0.93,2.2,200.273,11.1958
