pl_name,stars,moons,disc_year,orbital period,radius,mass,equilibrium temp,solar radius,solar mass,rotational velocity,distance,gaia magnitude
K2-24 b,1,0,2016,20.88977,5.4,19,709,1.16,1.07,2,170.562,10.9072
K2-24 c,1,0,2016,42.3391,7.5,15.4,560,1.16,1.07,2,170.562,10.9072
K2-240 b,1,0,2018,6.034,2,4.66,586,0.54,0.58,,72.9105,12.6212
K2-240 c,1,0,2018,20.523,1.8,3.89,389,0.54,0.58,,72.9105,12.6212
K2-241 b,1,0,2018,26.8199,2.55,7.04,507,0.75,0.71,2.08,149.464,11.7562
K2-242 b,1,0,2018,6.51389,2.54,6.99,416,0.37,0.38,,109.237,15.3818
K2-243 b,1,0,2018,11.54182,2.17,5.35,1035,1.39,1.29,,266.864,10.7424
K2-243 c,1,0,2018,24.94598,2.01,4.7,801,1.39,1.29,,266.864,10.7424
K2-244 b,1,0,2018,21.06884,1.75,3.71,638,0.92,0.86,3.69,212.902,11.6317
K2-245 b,1,0,2018,11.89307,4.34,17.4,923,1.25,0.83,4.62,456.064,12.5639
K2-246 b,1,0,2018,5.76918,3.49,12,977,0.94,0.87,2.9,703.616,14.3512
K2-247 b,1,0,2018,2.25021,2.12,5.14,979,0.69,0.74,,258.113,14.3583
K2-247 c,1,0,2018,6.49424,2.19,5.43,688,0.69,0.74,,258.113,14.3583
K2-248 b,1,0,2018,7.17256,2.57,7.13,886,0.92,0.88,2.6,406.254,13.2616
K2-249 b,1,0,2018,12.409,2.79,8.2,1061,1.57,1.32,,521.716,12.4497
K2-25 b,1,0,2015,3.48456408,3.44,24.5,494,0.29,0.26,8.8,44.9565,14.3817
K2-250 b,1,0,2018,4.01457,2.44,6.53,958,0.81,0.8,2.2,414.708,13.9725
K2-251 b,1,0,2018,9.30075,2.35,6.12,437,0.49,0.52,,147.03,14.7702
K2-252 b,1,0,2018,13.81513,1.74,3.68,639,0.82,0.79,2.2,228.839,12.6201
K2-253 b,1,0,2018,4.00167,12.67,,1238,1.1,1.08,,876.565,14.7042
K2-254 b,1,0,2018,4.09639,1.63,3.29,791,0.67,0.71,,227.775,13.7427
K2-254 c,1,0,2018,12.11839,2.19,5.43,551,0.67,0.71,,227.775,13.7427
K2-255 b,1,0,2018,1.96417,2.9,8.75,1034,0.69,0.71,2.46,191.608,13.3087
K2-257 b,1,0,2018,1.60588,0.83,0.498,789,0.5,0.52,,64.0065,12.8602
K2-258 b,1,0,2018,19.0921,3,9.27,831,1.31,1.21,,661.873,13.1388
K2-259 b,1,0,2018,15.48043,2.32,5.99,795,1.13,1.14,5.23,416.457,12.375
K2-26 b,1,0,2016,14.5665,2.67,7.61,430,0.52,0.56,,99.0504,13.7519
K2-260 b,1,0,2018,2.6266657,17.396,451.3186,1957,1.69,1.39,16,663.834,12.4667
K2-261 b,1,0,2018,11.633478,9.528,59.75174,1046,1.64,1.09,2.8,213.283,10.4594
K2-263 b,1,0,2018,50.818947,2.41,14.9,470,0.85,0.88,2,162.481,11.4055
K2-264 b,1,0,2018,5.840002,2.231,5.61,496,0.47,0.5,,185.605,15.6625
K2-264 c,1,0,2018,19.660302,2.668,7.6,331,0.47,0.5,,185.605,15.6625
K2-265 b,2,0,2018,2.369172,1.71,6.54,,0.98,0.92,,138.671,10.9277
K2-266 b,2,0,2018,0.658524,3.3,11.26782,1515,0.7,0.69,,77.5586,11.3527
K2-266 c,2,0,2018,7.814,0.705,0.29013,664,0.7,0.69,,77.5586,11.3527
K2-266 d,2,0,2018,14.697,2.93,8.9,538,0.7,0.69,,77.5586,11.3527
K2-266 e,2,0,2018,19.482,2.73,14.3,490,0.7,0.69,,77.5586,11.3527
K2-268 b,1,0,2018,2.151676,1.5,2.86,1136,0.78,0.84,,327.783,13.5627
K2-268 c,1,0,2018,9.327527,2.69,7.7,696,0.78,0.84,,327.783,13.5627
K2-268 d,1,0,2019,4.528598,1.49,2.83,888,0.78,0.84,,327.783,13.5627
K2-268 e,1,0,2019,6.131243,1.33,2.33,801,0.78,0.84,,327.783,13.5627
K2-268 f,1,0,2019,26.27057,2.23,5.6,492,0.78,0.84,,327.783,13.5627
K2-269 b,1,0,2018,4.144965,1.57,3.09,1429,1.45,1.16,,360.76,11.377
K2-27 b,3,0,2016,6.771315,4.48,30.9,902,0.89,0.87,2.3,249.645,12.4528
K2-270 b,1,0,2018,1.543069,1.38,2.48,1203,0.77,0.85,,280.518,13.4701
K2-270 c,1,0,2018,4.400028,2.95,9.01,848,0.77,0.85,,280.518,13.4701
K2-271 b,1,0,2018,8.562421,7.28,41.8,893,0.99,0.83,,564.454,13.6582
K2-272 b,1,0,2018,14.4536756,3.13,9.96,747,0.83,0.86,,423.065,13.6668
K2-273 b,1,0,2018,11.7195663,3.05,9.53,849,0.85,0.89,,308.105,13.1461
K2-274 b,1,0,2018,14.1330314,2.08,4.98,655,0.7,0.79,,228.327,12.8852
K2-275 b,1,0,2018,3.2809626,2.34,6.08,1166,0.69,0.77,,123.438,11.8139
K2-275 c,1,0,2018,8.4388385,2.21,5.52,653,0.69,0.77,,123.438,11.8139
K2-276 b,1,0,2018,18.718269,3.77,13.7,583,0.85,0.82,,488.152,14.3792
K2-277 b,1,0,2018,6.326763,2.07,4.94,958,0.97,1.02,,113.123,10.1214
K2-278 b,1,0,2018,3.334966,2.98,9.17,1711,1.61,1.4,,786.439,13.2538
K2-279 b,1,0,2018,7.122605,1.21,1.92,879,0.86,0.79,,182.983,11.5907
K2-28 b,1,0,2016,2.260455,2.32,5.99,568,0.29,0.26,,62.9969,14.6799
K2-280 b,1,0,2018,19.89526,7.5,37.1,787,1.28,1.03,3,391.537,12.3604
K2-281 b,1,0,2018,8.687721,8.18,50.9,665,0.76,0.82,,458.139,14.7677
K2-282 b,1,0,2018,4.169783,2.5,6.8,1057,1,0.95,,496.289,13.8183
K2-283 b,1,0,2018,1.921036,3.52,12.2,1186,0.82,0.89,,402.915,14.1316
K2-284 b,1,0,2018,4.795069,2.78,8.15,653,0.61,0.63,3.54,107.272,12.8598
K2-285 b,1,0,2018,3.471745,2.59,9.68,1089,0.79,0.83,3.9,154.961,11.804
K2-285 c,1,0,2018,7.138048,3.53,15.68,741,0.79,0.83,3.9,154.961,11.804
K2-285 d,1,0,2018,10.45582,2.48,6.5,620,0.79,0.83,3.9,154.961,11.804
K2-285 e,1,0,2018,14.76289,1.95,10.7,501,0.79,0.83,3.9,154.961,11.804
K2-286 b,1,0,2018,27.359,2.1,5.06,347,0.62,0.64,,76.1486,12.1652
K2-287 b,1,0,2018,14.893291,9.494,100.11645,804,1.07,1.06,3.2,158.335,11.067
K2-288 B b,2,0,2018,31.393463,1.9,4.27,226,0.32,0.33,,65.6138,14.5451
K2-289 b,1,0,2019,13.156969,9.1,61,753,1.02,0.95,,274.3,13.7943
K2-29 b,2,0,2016,3.2588321,13.339,232.0159,1171,0.86,0.94,3.7,178.475,12.2008
K2-290 b,3,0,2019,9.21165,3.06,10.9,1230,1.51,1.19,6.5,272.909,10.8204
K2-290 c,3,0,2019,48.36685,11.276,246.00042,676,1.51,1.19,6.5,272.909,10.8204
K2-291 b,1,0,2019,2.225177,1.589,6.49,1203,0.9,0.93,2,90.0562,9.86639
K2-292 b,1,0,2019,16.9841,2.63,24.5,795,1.09,1,4.6,114.293,9.75597
K2-293 b,1,0,2019,13.1225,2.45,6.57,750,0.95,0.96,,392.251,13.1611
K2-294 b,1,0,2019,2.50387,1.66,3.39,1425,1.2,0.99,,373.078,12.37
K2-295 b,1,0,2018,4.024867,10.054,106.47305,852,0.7,0.74,2.2,232.801,13.5184
K2-3 b,1,0,2015,10.0546535,2.078,5.11,501,0.55,0.55,,44.0727,11.4785
K2-3 c,1,0,2015,24.646729,1.582,2.68,372,0.55,0.55,,44.0727,11.4785
K2-3 d,1,0,2015,44.55603,1.458,2.2,305,0.55,0.55,,44.0727,11.4785
K2-30 b,1,0,2016,4.098503,11.646,184.02357,1092,0.84,0.9,1.4,333.042,13.2056
K2-308 b,1,0,2019,3.38628,9.916,70.6,1214,1.24,1.09,29,1314.53,14.8949
K2-31 b,2,0,2016,1.25785,11.882,563.83042,,0.78,0.91,2.6,110.527,10.5371
K2-312 c,1,0,2023,921.2,12.8,1719.45168,,1.22,1.18,,109.86,9.30733
K2-315 b,1,0,2020,3.1443189,0.95,0.809,460,0.2,0.17,5,56.9686,15.6791
K2-316 b,1,0,2020,1.133,1.33,2.33,841,0.38,0.41,,112.486,15.514
K2-316 c,1,0,2020,5.26,1.83,4.01,423,0.38,0.41,,112.486,15.514
K2-317 b,1,0,2020,6.22,2.93,8.91,432,0.38,0.4,,176.291,16.6387
K2-318 b,1,0,2020,7.01,1.66,3.39,456,0.55,0.56,,147.866,14.3967
K2-319 b,1,0,2020,26.68,2.79,8.2,641,0.9,0.95,,209.071,11.9397
K2-32 b,2,0,2016,8.992,5.299,15,837,0.86,0.83,0.7,157.682,12.0036
K2-32 c,2,0,2016,20.66093,3.134,8.1,634,0.86,0.83,0.7,157.682,12.0036
K2-32 d,2,0,2016,31.71701,3.484,6.7,550,0.86,0.83,0.7,157.682,12.0036
K2-32 e,2,0,2019,4.34934,1.212,2.1,1066,0.86,0.83,0.7,157.682,12.0036
K2-320 b,1,0,2020,1.995,2.62,7.37,698,0.3,0.12,,108.74,16.3554
K2-321 b,1,0,2020,2.298,1.95,4.46,701,0.58,0.6,,77.6888,12.8241
K2-322 b,1,0,2020,8.205,1.92,4.35,635,0.6,0.63,,123.415,13.3108
K2-323 b,1,0,2020,24.93,2.1,5.06,318,0.55,0.48,,118.318,14.0693
K2-324 b,1,0,2020,3.262,2.43,6.48,707,0.51,0.52,,136.667,14.5172
K2-325 b,1,0,2020,6.93,2.2,5.48,423,0.3,0.27,,111.638,16.137
K2-326 b,1,0,2020,1.256,2.28,5.82,1114,0.69,0.51,,282.308,15.0082
K2-329 b,1,0,2020,12.4551225,8.676,82.6358,650,0.82,0.9,1.9,233.237,12.4462
K2-33 b,1,0,2016,5.424865,5.04,1175.971,850,1.05,0.56,8.2,139.268,14.157
K2-330 b,1,0,2016,13.774798,2.77,8.1,969,1.5,1.23,,160.125,9.51275
K2-331 b,1,0,2021,9.398977,1.79,3.86,909,1.06,1.1,,211.43,11.1945
K2-331 c,1,0,2018,22.996591,2.72,7.85,673,1.06,1.1,,211.43,11.1945
K2-332 b,1,0,2016,17.70632,2.2,5.48,266,0.28,0.27,,123.202,16.4791
K2-333 b,1,0,2018,14.759287,6.18,31.6,826,1.22,1.06,,343.99,11.9866
K2-334 b,1,0,2018,5.113981,5.65,27.2,1380,1.49,1.36,,371.823,11.3479
K2-335 b,1,0,2016,12.283211,2.21,5.52,949,1.33,1.23,,557.993,12.4741
K2-336 b,1,0,2016,21.194733,1.22,1.98,569,0.8,0.86,,239.289,12.5114
K2-337 b,1,0,2016,16.273563,2.62,7.37,850,1.32,0.94,,421.636,12.2299
K2-338 b,1,0,2016,3.850614,1.03,1.08,783,0.63,0.66,,156.951,13.0455
K2-339 b,1,0,2019,19.507428,1.92,4.35,508,0.72,0.74,,360.36,14.3436
K2-34 b,1,0,2016,2.9956348,13.75,539.67534,1687,1.42,1.16,6.31,348.646,11.4357
K2-340 b,1,0,2016,29.740451,3.36,11.2,606,1.13,0.93,,738.136,14.1327
K2-341 b,1,0,2018,36.552551,3.21,10.4,598,1.16,0.98,,421.408,12.5585
K2-342 b,1,0,2018,11.561052,2.03,4.78,861,1.09,1.01,,208.357,11.0702
K2-343 b,1,0,2019,2.787174,1.65,3.36,653,0.46,0.49,,166.169,15.1312
K2-343 c,1,0,2018,7.676972,2.02,4.74,465,0.46,0.49,,166.169,15.1312
K2-344 b,1,0,2018,3.35585,1.59,3.15,722,0.49,0.51,,75.1691,12.7423
K2-345 b,1,0,2016,10.367437,2.11,5.1,437,0.52,0.56,,162.408,14.6951
K2-346 b,1,0,2016,26.201446,2.26,5.73,450,0.7,0.71,,105.58,11.6828
K2-347 b,1,0,2016,7.187257,2.41,6.39,640,0.63,0.66,,320.336,14.8131
K2-348 b,1,0,2018,4.688418,3.26,10.7,908,0.85,0.83,,201.856,12.3271
K2-348 c,1,0,2018,12.550171,2.67,7.61,655,0.85,0.83,,201.856,12.3271
K2-349 b,1,0,2016,9.032178,1.38,2.48,518,0.49,0.54,,453.567,14.1826
K2-35 b,1,0,2016,2.399964,1.32,2.3,979,0.62,0.7,3,252.596,13.9152
K2-35 c,1,0,2016,5.608352,1.93,4.38,766,0.62,0.7,3,252.596,13.9152
K2-350 b,1,0,2021,4.163873,1.54,2.99,1158,1.04,0.98,,489.368,13.3115
K2-350 c,1,0,2016,19.991944,2.74,7.95,687,1.04,0.98,,489.368,13.3115
K2-351 b,1,0,2016,7.806164,2.54,6.99,934,1.05,1.02,,694.734,13.9854
K2-352 b,1,0,2021,3.665912,1.37,2.45,1160,0.95,0.98,,176.051,11.1147
K2-352 c,1,0,2018,8.234885,1.92,4.35,885,0.95,0.98,,176.051,11.1147
K2-352 d,1,0,2018,14.871387,2.23,5.6,727,0.95,0.98,,176.051,11.1147
K2-353 b,1,0,2021,15.466805,5.55,26.3,735,0.99,0.87,,268.515,12.0988
K2-354 b,1,0,2016,3.793306,1.56,3.05,543,0.41,0.43,,91.722,14.3753
K2-355 b,1,0,2021,5.7385647,2.25,5.69,1066,0.92,0.96,,500.497,13.5297
K2-356 b,1,0,2021,21.0267366,2.29,5.86,624,0.86,0.9,,355.54,13.148
K2-357 b,1,0,2021,16.3488637,3.72,13.4,735,1,0.98,,517.687,13.4792
K2-358 b,1,0,2021,11.2510285,2.68,7.65,888,0.91,0.93,,480.307,13.5733
K2-36 b,1,0,2016,1.422614,1.43,4.3,1328,0.72,0.79,2,109.749,11.527
K2-36 c,1,0,2016,5.340888,3.2,7.9,854,0.72,0.79,2,109.749,11.527
K2-365 b,1,0,2022,23.448172,2.906,8.78,,1.05,0.82,,187.222,11.5285
K2-366 b,1,0,2022,15.937039,2.359,6.16,,0.94,0.83,,185.947,12.1351
K2-367 b,1,0,2022,20.645099,2.413,6.41,,0.62,0.76,,176.965,13.3983
K2-368 b,1,0,2022,5.025598,1.332,2.34,,0.66,0.75,,206.608,13.2207
K2-368 c,1,0,2022,9.660186,1.361,2.42,,0.66,0.75,,206.608,13.2207
K2-368 d,1,0,2022,20.201085,1.948,4.45,,0.66,0.75,,206.608,13.2207
K2-369 b,1,0,2022,5.761612,1.313,2.28,,0.88,0.73,,185.55,11.3732
K2-37 b,1,0,2016,4.44117,1.61,3.22,974,0.85,0.9,2,179.943,12.2573
K2-37 c,1,0,2016,6.42904,2.75,8,861,0.85,0.9,2,179.943,12.2573
K2-37 d,1,0,2016,14.09189,2.73,7.9,663,0.85,0.9,2,179.943,12.2573
K2-370 b,1,0,2022,2.14084,3.207,10.4,1267,0.97,0.98,,144.202,10.8824
K2-371 b,1,0,2022,3.114905,13.024,,957,0.74,0.96,,442.813,14.3938
K2-372 b,1,0,2022,9.844077,2.945,8.98,,0.92,0.85,,463.88,13.4436
K2-373 b,1,0,2022,11.02066,2.061,4.9,,1.49,1.16,,229.567,10.4244
K2-374 b,1,0,2022,4.521953,1.593,3.16,,0.91,0.73,,359.439,12.6473
K2-374 c,1,0,2022,16.43445,2.213,5.53,,0.91,0.73,,359.439,12.6473
K2-375 b,1,0,2022,14.453895,2.243,5.66,,1.54,1.12,,696.1,12.9572
K2-376 b,1,0,2022,5.776475,1.736,3.66,,1.15,0.91,,161.61,10.2998
K2-377 b,1,0,2022,12.832235,1.693,3.51,,0.69,0.82,,195.149,13.5859
K2-378 b,1,0,2022,2.060438,2.88,8.65,,0.73,0.92,,687.973,15.5122
K2-379 b,1,0,2022,8.777247,2.181,5.4,,0.75,0.86,,182.207,12.8995
K2-38 b,1,0,2016,4.01593,1.655,7.7,1310,1.14,1.05,2,192.69,11.184
K2-38 c,1,0,2016,10.56103,2.49,7.4,949,1.14,1.05,2,192.69,11.184
K2-380 b,1,0,2022,9.401312,2.729,7.89,,1.32,0.99,,249.303,11.4419
K2-381 b,1,0,2022,7.9389334,1.075,1.26,,0.68,0.75,,145.701,12.6373
K2-381 c,1,0,2022,16.034656,2,4.66,,0.68,0.75,,145.701,12.6373
K2-381 d,1,0,2022,26.803023,1.689,3.5,,0.68,0.75,,145.701,12.6373
K2-382 b,1,0,2022,21.700156,2.072,4.95,,0.81,0.92,,278.412,12.7667
K2-383 b,1,0,2022,1.865962,1.564,3.07,,0.8,1.06,,203.788,12.4429
K2-384 b,1,0,2022,2.231527,1.076,1.26,,0.35,0.33,,82.6603,15.0276
K2-384 c,1,0,2022,4.194766,1.191,1.82,,0.35,0.33,,82.6603,15.0276
K2-384 d,1,0,2022,6.679582,1.392,2.52,,0.35,0.33,,82.6603,15.0276
K2-384 e,1,0,2022,9.715043,1.345,2.37,,0.35,0.33,,82.6603,15.0276
K2-384 f,1,0,2022,13.62749,2.222,5.57,,0.35,0.33,,82.6603,15.0276
K2-385 b,1,0,2022,2.380867,1.539,2.98,,0.76,0.93,,420.819,14.3355
K2-386 b,1,0,2022,7.473223,2.32,5.99,,0.97,0.91,,428.785,12.9931
K2-387 b,1,0,2022,28.735327,7.322,42.2,,0.59,0.57,,266.318,15.4948
K2-388 b,1,0,2022,6.339069,3.66,13,922,0.9,0.84,,290.495,12.6357
K2-389 b,1,0,2022,8.584043,2.184,5.41,,1.08,0.8,,259.208,11.5697
K2-389 c,1,0,2022,20.851337,2.04,4.82,,1.08,0.8,,259.208,11.5697
K2-39 b,1,0,2016,4.60543,6.277,28.6047,1670,2.97,0.66,2.01,307.47,10.5959
K2-390 b,1,0,2022,3.312792,4.662,19.6,1119,0.97,0.79,,456.122,13.3434
K2-391 b,1,0,2022,4.622654,1.371,2.45,,0.57,0.76,,507.94,12.3302
K2-392 b,1,0,2022,15.398723,1.85,4.08,,1.06,0.84,,406.985,12.6795
K2-393 b,1,0,2022,10.413181,2.352,6.13,,1.07,0.88,,265.914,11.7768
K2-394 b,1,0,2022,5.095717,1.692,3.51,643,0.63,0.48,,98.0152,12.2095
K2-395 b,1,0,2022,4.803352,2.597,7.26,,0.78,0.95,,286.727,14.1559
K2-395 c,1,0,2022,8.491282,3.395,11.4,,0.78,0.95,,286.727,14.1559
K2-396 b,1,0,2022,0.673862,1.579,3.12,,0.92,0.95,,274.864,12.9345
K2-396 c,1,0,2022,25.76051,3.124,9.93,,0.92,0.95,,274.864,12.9345
K2-397 b,1,0,2022,3.572326,2.417,6.42,,0.97,0.94,,199.354,11.6421
K2-398 b,1,0,2022,6.393025,2.274,5.79,,1.24,0.95,,606.992,13.0091
K2-398 c,1,0,2022,18.787839,5.098,22.8,,1.24,0.95,,606.992,13.0091
K2-4 b,1,0,2015,10.003417,2.1,5.06,563,0.57,0.64,,231.828,14.3403
K2-400 b,1,0,2022,3.865053,1.163,1.67,,0.38,0.37,,62.3804,13.9899
K2-401 b,1,0,2022,6.293099,2.262,5.74,,0.68,0.87,,200.727,13.6941
K2-402 b,1,0,2022,17.27474,2.678,7.65,,1.28,0.94,,523.055,12.836
K2-403 b,1,0,2022,33.589979,5.333,24.6,949,0.89,0.78,,246.599,12.152
K2-404 b,1,0,2022,13.115365,2.53,6.94,,0.55,0.55,,121.63,13.8429
K2-405 b,1,0,2022,3.435471,4.569,18.9,969,0.77,1.03,,197.234,12.5911
K2-406 b,1,0,2022,22.549406,4.602,19.2,,0.96,0.8,,85.3751,9.49379
K2-407 b,1,0,2022,4.941907,1.283,2.19,,0.93,0.88,,218.376,11.9956
K2-407 c,1,0,2022,9.22453,1.36,2.42,,0.93,0.88,,218.376,11.9956
K2-408 b,1,0,2022,20.978959,1.677,3.45,,0.78,0.81,,162.306,11.7345
K2-409 b,1,0,2022,1.908084,2.482,6.72,,1.23,0.89,,431.031,12.6144
K2-411 b,1,0,2022,3.2141,0.99,0.937,,1.38,1.02,,298.219,11.9872
K2-412 b,1,0,2022,5.9382,2.116,5.13,,0.98,0.89,,654.085,15.1491
K2-413 b,1,0,2022,0.8094,0.76,0.363,,0.7,0.81,,285.162,14.5773
K2-413 c,1,0,2022,5.3301,1.233,2.05,,0.7,0.81,,285.162,14.5773
K2-414 b,1,0,2022,4.3696,1.219,1.98,,0.73,0.81,,260.036,13.9384
K2-414 c,1,0,2022,6.669,1.929,4.38,,0.73,0.81,,260.036,13.9384
K2-415 b,1,0,2023,4.0179694,1.015,7.5,412,0.2,0.16,,21.8182,13.7957
K2-416 b,1,0,2023,13.102,2.66,1652.70772,447,0.55,0.55,,120.311,13.9468
K2-417 b,1,0,2023,6.535,3.31,699.2225,558,0.58,0.57,,94.0424,13.1533
K2-419 A b,2,0,2024,20.35847252,10.55,196,377,0.54,0.56,2,268.685,15.7336
K2-42 b,1,0,2016,6.68796,2.15,5.27,,0.64,0.7,,396.913,14.6336
K2-43 b,1,0,2016,3.471149,4.51,18.5,939,0.54,0.57,,182.536,14.8215
K2-43 c,1,0,2019,2.198884,2.42,6.44,1094,0.54,0.57,,182.536,14.8215
K2-44 b,1,0,2016,5.657,2.433,6.5,1211,1.58,1.15,,476.703,12.0238
K2-45 b,1,0,2016,1.7292684,6.71,36.4,1074,0.45,0.5,,495.317,15.3442
K2-46 b,1,0,2016,19.1541,2.05,4.86,889,1.29,0.96,,449.237,11.9153
K2-47 b,1,0,2016,31.6372,1.89,4.23,,0.76,0.75,,349.881,13.7404
K2-48 b,1,0,2016,20.5065,2.24,5.65,,0.73,0.77,,313.764,13.9677
K2-49 b,1,0,2016,2.77065,1.93,4.38,,0.45,0.51,,457.125,15.2444
K2-5 b,1,0,2015,5.73594,1.91,4.31,565,0.57,0.61,,202.943,14.339
K2-5 c,1,0,2015,10.93241,2.26,5.73,456,0.57,0.61,,202.943,14.339
K2-50 b,1,0,2016,8.7529,1.59,3.15,,0.55,0.61,,257.443,14.2575
K2-52 b,1,0,2016,3.535055,18,45700,2004,2.19,1.69,,1038.41,15.2553
K2-53 b,1,0,2016,12.20772,2.6,7.27,665,0.81,0.85,,138.018,12.1478
K2-54 b,1,0,2016,9.7843,1.15,1.6,,0.38,0.42,,174.955,13.9449
K2-55 b,1,0,2016,2.849258,3.82,14,912,0.63,0.7,,159.522,13.0624
K2-57 b,1,0,2016,9.0063,2.1,5.06,,0.62,0.68,,264.213,14.1038
K2-58 b,1,0,2016,7.05254,2.68,7.65,,0.86,0.89,,181.746,12.1319
K2-58 c,1,0,2016,2.53726,1.62,3.26,,0.86,0.89,,181.746,12.1319
K2-58 d,1,0,2016,22.8827,1.71,3.57,,0.86,0.89,,181.746,12.1319
K2-59 b,1,0,2016,20.6921,2.41,6.39,,0.73,0.77,,311.313,13.9395
K2-59 c,1,0,2016,11.2954,2.3,5.9,,0.73,0.77,,311.313,13.9395
K2-6 b,1,0,2015,30.94191,2.5,6.8,615,0.96,0.97,,316.819,12.5018
K2-60 b,1,0,2016,3.00265,7.656,135.39558,1400,1.12,0.97,2.2,491.87,12.6108
K2-61 b,1,0,2016,2.57302,2.48,6.71,,1.36,1.21,,405.732,12.8575
K2-62 b,1,0,2016,6.67202,2.14,5.22,,0.73,0.77,,112.467,12.0433
K2-62 c,1,0,2016,16.1966,2.14,5.22,,0.73,0.77,,112.467,12.0433
K2-63 b,1,0,2016,20.257,3.22,10.5,,1.63,1.4,,517.534,12.7269
K2-63 c,1,0,2016,25.4556,3.9,14.5,,1.63,1.4,,517.534,12.7269
K2-64 b,1,0,2016,6.53044,2.07,4.94,,0.73,0.74,,499.891,13.9146
K2-65 b,1,0,2016,12.6475,1.58,3.12,,0.84,0.87,,72.2,
K2-66 b,1,0,2016,5.06963,2.49,21.3,1372,1.67,1.11,3.7,513.877,11.9961
K2-68 b,1,0,2016,8.05428,1.58,3.12,,0.68,0.73,,168.652,12.6573
K2-69 b,1,0,2016,7.06599,2.32,5.99,,0.49,0.55,,180.697,15.0572
K2-7 b,1,0,2015,28.67992,2.67,7.61,651,0.96,0.97,,738.553,13.0573
K2-70 b,1,0,2016,13.97896,2.89,8.7,,0.93,0.94,,232.964,12.7782
K2-71 b,1,0,2016,6.98541,2.15,5.27,,0.43,0.48,,153.192,15.1887
K2-72 b,1,0,2016,5.577212,1.08,1.28,,0.33,0.27,,66.4321,14.2789
K2-72 c,1,0,2016,15.189034,1.16,1.65,,0.33,0.27,,66.4321,14.2789
K2-72 d,1,0,2016,7.760178,1.01,1.01,,0.33,0.27,,66.4321,14.2789
K2-72 e,1,0,2016,24.158868,1.29,2.21,,0.33,0.27,,66.4321,14.2789
K2-73 b,1,0,2016,7.49543,2.45,6.57,,1.06,1.05,,269.183,11.7146
K2-74 b,1,0,2016,19.5666,2.31,5.95,,0.98,0.96,,377.822,12.4364
K2-75 b,1,0,2016,7.8142,2.67,7.61,,1.56,1.16,,561.93,12.5886
K2-75 c,1,0,2016,18.311,2.77,8.1,,1.56,1.16,,561.93,12.5886
K2-77 b,1,0,2016,8.199796,2.3,603.877,693,0.76,0.8,4,141.731,11.9202
K2-79 b,1,0,2016,10.9947,4.09,9.2,1022,1.27,1.07,,256.011,11.8031
K2-8 b,1,0,2015,10.35239,3.58,12.5,631,0.74,0.78,2,403.513,14.3358
K2-8 c,1,0,2016,5.06416,2.41,6.39,801,0.74,0.78,2,403.513,14.3358
K2-80 b,1,0,2016,19.0918,2.01,4.7,,0.87,0.9,,200.802,12.377
K2-80 c,1,0,2016,5.605,1.47,2.76,,0.87,0.9,,200.802,12.377
K2-80 d,1,0,2018,28.867253,2.552,7.04,,0.84,0.91,,200.802,12.377
K2-81 b,1,0,2016,6.102325,1.97,4.54,,0.63,0.75,,252.318,13.9043
K2-83 b,1,0,2016,2.74697,1.244,2.08,,0.42,0.48,,125.529,13.8042
K2-83 c,1,0,2016,9.99767,1.483,2.8,,0.42,0.48,,125.529,13.8042
K2-84 b,1,0,2016,6.4215,2.41,6.39,,0.93,0.95,,284.876,13.1474
K2-84 c,1,0,2016,27.86,2.03,4.78,,0.93,0.95,,284.876,13.1474
K2-85 b,1,0,2016,0.684559,1.2,1.87,,0.68,0.68,,97.2179,12.06
K2-86 b,1,0,2016,8.77683,1.96,4.5,,0.76,0.79,,258.699,12.7978
K2-87 b,1,0,2016,9.726618,7.6,44.9,979,1.4,1.16,,491.242,13.7078
K2-88 b,1,0,2016,4.6122,1.23,2.04,,0.26,0.26,,110.561,14.5451
K2-89 b,1,0,2016,1.096026,0.615,0.17,,0.32,0.35,,86.0386,13.3216
K2-9 b,1,0,2015,18.4498,2.25,5.69,314,0.31,0.3,,82.9631,14.8665
K2-90 b,1,0,2016,13.733314,2.6,7.27,502,0.62,0.63,,134.188,13.2292
K2-90 c,1,0,2016,2.900706,1.3,2.24,,0.63,0.7,,134.188,13.2292
K2-91 b,1,0,2016,1.419549,1.1,1.37,,0.28,0.29,,62.5785,14.3219
K2-95 b,1,0,2016,10.1346454,3.31,11,474,0.4,0.41,2.6,179.854,16.0836
K2-97 b,1,0,2016,8.406726,10.61,152.5584,1499,4.47,1.2,2.8,878.43,12.3059
K2-98 b,1,0,2016,10.136448,5.2,32.2,1092,1.57,1.2,6.1,518.625,12.0398
K2-99 b,1,0,2016,18.251985,11.73,308.2951,1113,2.63,1.63,9.3,519.229,10.9485
KELT-1 b,1,0,2012,1.217514,12.442,8654.15,2233,1.46,1.32,56,268.43,10.5905
KELT-10 b,1,0,2016,4.1662739,15.681,215.80657,1377,1.21,1.11,,188.404,10.7009
KELT-11 b,1,0,2017,4.7361,15.132,54.34893,1712,2.69,1.44,2.66,99.1596,7.83112
KELT-12 b,1,0,2017,5.031623,19.952,301.9385,1800,2.37,1.59,,368.03,10.4842
KELT-14 b,1,0,2016,1.7100566,19.537,408.09372,1970,1.52,1.24,3.3,250.121,10.8384
